Event	ID	Name			Wwise Object Path	Notes
	540993415	Start_Music			\Default Work Unit\Music\Start_Music	
	953277036	Resume			\Default Work Unit\Menu\Resume	
	1093725892	NPC_Angry			\Default Work Unit\Dialogue\NPC_Angry	
	1217129213	QTE_Hit			\Default Work Unit\Gameplay SFX\QTE_Hit	
	1244834824	State_Mediate			\Default Work Unit\Music\Instensity\State_Mediate	
	1426186273	QTE_Perfect			\Default Work Unit\Gameplay SFX\QTE_Perfect	
	1432716332	Game_Over			\Default Work Unit\Gameplay SFX\Game_Over	
	1510544299	NPC_Talk			\Default Work Unit\Dialogue\NPC_Talk	
	2166671746	Menu_Adjust			\Default Work Unit\Menu\Menu_Adjust	
	2196625209	NPC_Stop			\Default Work Unit\Dialogue\NPC_Stop	
	2575031991	State_Intense			\Default Work Unit\Music\Instensity\State_Intense	
	2684797902	Menu_Nav			\Default Work Unit\Menu\Menu_Nav	
	2837384057	Stop_Music			\Default Work Unit\Music\Stop_Music	
	2880738500	State_Silent			\Default Work Unit\Music\Instensity\State_Silent	
	2914981333	Stop_Menu			\Default Work Unit\Music\Menu\Stop_Menu	
	2977420043	Start_Menu			\Default Work Unit\Music\Menu\Start_Menu	
	3063554414	Menu_Back			\Default Work Unit\Menu\Menu_Back	
	3092587493	Pause			\Default Work Unit\Menu\Pause	
	3425439425	NPC_Tired			\Default Work Unit\Dialogue\NPC_Tired	
	3675814650	State_Calm			\Default Work Unit\Music\Instensity\State_Calm	
	3855974658	QTE_Miss			\Default Work Unit\Gameplay SFX\QTE_Miss	
	4203375351	Menu_Select			\Default Work Unit\Menu\Menu_Select	

Switch Group	ID	Name			Wwise Object Path	Notes
	1541636155	NPC_Dialogue			\Default Work Unit\SFX\NPC_Dialogue	

Switch	ID	Name	Switch Group			Notes
	1206605712	Angry	NPC_Dialogue			
	3386657621	Tired	NPC_Dialogue			

State Group	ID	Name			Wwise Object Path	Notes
	1852808225	Playing			\Default Work Unit\Playing	
	2470328564	Intensity			\Default Work Unit\Intensity	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Playing			
	748895195	None	Playing			
	2607556080	Menu	Playing			
	748895195	None	Intensity			
	3160623154	Silent	Intensity			
	3753286132	Calm	Intensity			
	4019181194	Mediate	Intensity			
	4223512837	Intense	Intensity			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1097468465	Laughter			\Default Work Unit\Laughter	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	6142316	Intense_Guitar_180bpm_longtail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Guitar_180bpm_longtail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Guitar_180bpm_longtail		340622
	9238376	Failure	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Failure_05D7DE2D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Story_SFX\Failure		103285
	60782463	Dialogue 2	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Dialogue 2_665C6DB2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue\Mood\Calm\Dialogue 2		11751
	66996052	Calm_PianoLH_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_PianoLH_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_PianoLH_180bpm_4b_tail		414923
	89840105	Menu Select	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu\Menu Select_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Menu Select		3646
	101753864	Calm_2ndbeat_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_2ndbeat_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_2ndbeat_180bpm_4b_tail		191956
	124769407	Breakbeat_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Breakbeat_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Breakbeat_180bpm_tail		286325
	192638632	Menu Back	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu\Menu Back_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Menu Back		3410
	240832617	Chime	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Chime_C61A875B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gameplay\Chime		21870
	264731060	Calm_Snare_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_Snare_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_Snare_180bpm_4b_tail		63651
	269112471	Calm_Kick_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_Kick_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_Kick_180bpm_4b_tail		209070
	298887167	Intense_Soct_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Soct_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Soct_180bpm_tail		384500
	316273951	Mediate_PianoRH_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_PianoRH_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_PianoRH_180bpm_4b_tail		436336
	319242125	Menu Adjust	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu Adjust_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Menu Adjust		3851
	394227182	Intense_Slead_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Slead_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Slead_180bpm_tail		409767
